RngSeed,1543602209253
DeathRate,0.1
ImmigrantChanceCooperateWithDifferent,0.8360314451129726
ImmigrantChanceCooperateWithSame,0.5829175357881136
ImmigrantsPerDay,1
InitialPtr,0.1196039074777718
MutationRate,0.006430519143644987
PlotResolution,10
SmartChoice,false
SpaceSize,50
TickDelay,0
1086.0,212.0,797.0,149.0
1012.0,221.0,751.0,165.0
